#[0]step() [1]time(s) [2]xmin(m) [3]xmax(m) [4]ymin(m) [5]ymax(m) [6]zmin(m) [7]zmax(m) [8]pxmin(kg*m/s) [9]pxmax(kg*m/s) [10]pymin(kg*m/s) [11]pymax(kg*m/s) [12]pzmin(kg*m/s) [13]pzmax(kg*m/s) [14]gmin() [15]gmax() [16]wmin(1/m) [17]wmax(1/m)
2736 3.16210635001992e-13 2.24825208800169e-09 6.99999680192716e-05 0.00000000000000e+00 0.00000000000000e+00 1.02352311209526e-10 2.99999795454503e-05 -3.50132976281526e-20 2.82820624733270e-20 -5.84649701060139e-24 5.98823302296684e-24 -6.86831143824694e-21 7.18691990914063e-21 1.00000017878521e+00 1.30041567465371e+02 2.17744964096033e+10 2.17744964096033e+10
2744 3.17135227501998e-13 1.08499920500246e-08 6.99999422690135e-05 0.00000000000000e+00 0.00000000000000e+00 1.47761055540945e-11 2.99998579528181e-05 -3.50321978274365e-20 2.84364289247063e-20 -5.85984685215955e-24 5.98930129189858e-24 -6.39126243590631e-21 6.52080935122697e-21 1.00000003283427e+00 1.30326411203582e+02 2.17744964096033e+10 2.17744964096033e+10
2752 3.18059820002004e-13 7.76876836082558e-09 6.99999324233813e-05 0.00000000000000e+00 0.00000000000000e+00 5.58315750491919e-12 2.99999343814972e-05 -3.52847937565162e-20 2.85740831891415e-20 -5.86416070031197e-24 5.97243454030352e-24 -5.70368284345913e-21 6.51906314347120e-21 1.00000034664350e+00 1.29614784214388e+02 2.17744964096033e+10 2.17744964096033e+10
2760 3.18984412502009e-13 1.21712306422425e-08 6.99999625653458e-05 0.00000000000000e+00 0.00000000000000e+00 7.31823811755484e-11 2.99999996470761e-05 -3.51793843750524e-20 2.86922103264694e-20 -5.86221649838451e-24 5.97071344714202e-24 -6.10943749085056e-21 6.25218303007521e-21 1.00000028816520e+00 1.29840602174784e+02 2.17744964096033e+10 2.17744964096033e+10
2768 3.19909005002015e-13 6.83529796310021e-09 6.99999965096047e-05 0.00000000000000e+00 0.00000000000000e+00 8.72653129092979e-12 2.99999873998861e-05 -3.50222523426382e-20 2.87936348043731e-20 -5.85665177488246e-24 5.96383585978660e-24 -5.74606763140744e-21 6.35260627159977e-21 1.00000013429890e+00 1.30339668342176e+02 2.17744964096033e+10 2.17744964096033e+10
2776 3.20833597502021e-13 4.28004679603262e-08 6.99999910745895e-05 0.00000000000000e+00 0.00000000000000e+00 4.38115160300470e-11 2.99999784739782e-05 -3.51541257639908e-20 2.91109704910864e-20 -5.84915568127726e-24 5.96021181152030e-24 -5.66073388807802e-21 5.95513128717723e-21 1.00000022846461e+00 1.29699542815155e+02 2.17744964096033e+10 2.17744964096033e+10
2784 3.21758190002026e-13 2.61292041825265e-08 6.99999995282814e-05 0.00000000000000e+00 0.00000000000000e+00 4.63053367262689e-11 2.99999735269658e-05 -3.51407837058355e-20 2.94377845933579e-20 -5.84790013379019e-24 5.95029163218245e-24 -5.75654745780130e-21 6.08155273940612e-21 1.00000007068421e+00 1.29375703920049e+02 2.17744964096033e+10 2.17744964096033e+10
2792 3.22682782502032e-13 1.64166059804597e-08 6.99999187303987e-05 0.00000000000000e+00 0.00000000000000e+00 9.42647020045538e-11 2.99999963265921e-05 -3.50197528678981e-20 2.97450104384515e-20 -5.83901517289485e-24 5.94783176195162e-24 -6.05188827368084e-21 6.10321530259263e-21 1.00000006103634e+00 1.29916416624002e+02 2.17744964096033e+10 2.17744964096033e+10
2800 3.23607375002038e-13 5.40110185273584e-09 6.99999502285696e-05 0.00000000000000e+00 0.00000000000000e+00 8.52492597388089e-12 2.99999883919473e-05 -3.50802176910336e-20 3.00376147936132e-20 -5.84450108593782e-24 5.94230194490445e-24 -5.55083695949214e-21 5.58571447479314e-21 1.00000010409486e+00 1.29851591817929e+02 2.17744964096033e+10 2.17744964096033e+10
2808 3.24531967502043e-13 2.38524487711891e-09 6.99999928746946e-05 0.00000000000000e+00 0.00000000000000e+00 5.49797219808802e-12 2.99999885969389e-05 -3.51708351665083e-20 3.03160335719687e-20 -5.84425693669829e-24 5.94135205761488e-24 -5.81639109074388e-21 5.89713129407190e-21 1.00000002616931e+00 1.29778004373953e+02 2.17744964096033e+10 2.17744964096033e+10
2816 3.25456560002049e-13 2.76631390136568e-08 6.99999522682377e-05 0.00000000000000e+00 0.00000000000000e+00 1.68469396465238e-11 2.99999712485520e-05 -3.51656852335061e-20 3.05826019940743e-20 -5.84735385161461e-24 5.94960602122023e-24 -5.82516015798555e-21 6.04392227938814e-21 1.00000001188007e+00 1.30291736155530e+02 2.17744964096033e+10 2.17744964096033e+10
2824 3.26381152502055e-13 6.45141775978983e-09 6.99999875997366e-05 0.00000000000000e+00 0.00000000000000e+00 1.63869561502087e-11 2.99999885848291e-05 -3.52456123599832e-20 2.44096280250919e-20 -5.84649678989645e-24 5.95242630396874e-24 -5.51322832376624e-21 5.80740809485612e-21 1.00000022106045e+00 1.30498855954057e+02 2.17744964096033e+10 2.17744964096033e+10
2832 3.27305745002061e-13 1.99214224616328e-08 6.99999993439790e-05 0.00000000000000e+00 0.00000000000000e+00 5.74800143903810e-11 2.99999871609097e-05 -3.53407900295659e-20 2.26201483360375e-20 -5.84093598601880e-24 5.94081257357799e-24 -5.59499598036287e-21 5.85551153408234e-21 1.00000014772794e+00 1.30591421373243e+02 2.17744964096033e+10 2.17744964096033e+10
2840 3.28230337502066e-13 4.68946420564052e-08 6.99999888438826e-05 0.00000000000000e+00 0.00000000000000e+00 3.25238052868701e-11 2.99999960307282e-05 -3.53660462796723e-20 1.32176294353806e-20 -5.83789113322727e-24 5.95225868828193e-24 -5.65991869396738e-21 5.97236203184383e-21 1.00000019646975e+00 1.30873444476119e+02 2.17744964096033e+10 2.17744964096033e+10
2848 3.29154930002072e-13 8.60724211092881e-10 6.99999761112244e-05 0.00000000000000e+00 0.00000000000000e+00 4.54767876834880e-12 2.99999993365802e-05 -3.53987957125086e-20 1.02606762291150e-20 -5.84274323100591e-24 5.96171554843342e-24 -5.53476961931651e-21 5.91205540217389e-21 1.00000000265834e+00 1.31050882945459e+02 2.17744964096033e+10 2.17744964096033e+10
2856 3.30079522502078e-13 1.29961933769092e-08 6.99999991299250e-05 0.00000000000000e+00 0.00000000000000e+00 1.83800389323566e-11 2.99999892817078e-05 -3.54516898043298e-20 1.02874571693657e-20 -5.83678452748550e-24 5.95916504251697e-24 -5.60174747175619e-21 5.86105415800250e-21 1.00000038670176e+00 1.31123243817402e+02 2.17744964096033e+10 2.17744964096033e+10
2864 3.31004115002083e-13 1.80110456737905e-08 6.99999328947808e-05 0.00000000000000e+00 0.00000000000000e+00 2.25855018315283e-11 2.99999967086557e-05 -3.54766819905673e-20 8.19584572332572e-21 -5.84070234412258e-24 5.94580074982501e-24 -5.62875588928120e-21 5.91690342162145e-21 1.00000021702452e+00 1.31229994243927e+02 2.17744964096033e+10 2.17744964096033e+10
2872 3.31928707502089e-13 1.03899136744287e-08 6.99999665970250e-05 0.00000000000000e+00 0.00000000000000e+00 4.40461803789534e-12 2.99999532844717e-05 -3.54775855898979e-20 6.13414082230487e-21 -5.84505050166207e-24 5.96127808736972e-24 -5.63425775345616e-21 5.91003730440194e-21 1.00000006901860e+00 1.31315817900331e+02 2.17744964096033e+10 2.17744964096033e+10
2880 3.32853300002095e-13 9.11385197744443e-10 6.99999908739267e-05 0.00000000000000e+00 0.00000000000000e+00 5.39660298070083e-12 2.99999818962446e-05 -3.55035220928290e-20 6.13748884743332e-21 -5.84255470490546e-24 5.95660773537271e-24 -5.65829972161240e-21 5.88493909403655e-21 1.00000010832987e+00 1.31365606431079e+02 2.17744964096033e+10 2.17744964096033e+10
2888 3.33777892502100e-13 1.57334840478997e-10 6.99997608026586e-05 0.00000000000000e+00 0.00000000000000e+00 2.64840770600232e-11 2.99999982460582e-05 -3.55069031573971e-20 4.93441990161419e-21 -5.85226047898819e-24 5.95152959717055e-24 -5.66534579931703e-21 5.91102178868329e-21 1.00000018879616e+00 1.31353668445976e+02 2.17744964096033e+10 2.17744964096033e+10
2896 3.34702485002106e-13 3.41462548079019e-08 6.99999432089541e-05 0.00000000000000e+00 0.00000000000000e+00 2.52867313937341e-12 2.99999982432841e-05 -3.54974555338440e-20 4.94012002516795e-21 -5.85805364419487e-24 5.96097604124254e-24 -5.68585523369734e-21 5.92229703126994e-21 1.00000011929296e+00 1.31369489440868e+02 2.17744964096033e+10 2.17744964096033e+10
2904 3.35627077502112e-13 7.34836356678153e-08 6.99995395922205e-05 0.00000000000000e+00 0.00000000000000e+00 3.77811031924270e-11 2.99999814399611e-05 -3.55143974056712e-20 5.12847360954076e-21 -5.85202942063737e-24 5.95903026720270e-24 -5.69050003533844e-21 5.92737633922613e-21 1.00000009881613e+00 1.31419299784476e+02 2.17744964096033e+10 2.17744964096033e+10
2912 3.36551670002117e-13 1.18819736133418e-07 6.99998712640327e-05 0.00000000000000e+00 0.00000000000000e+00 1.04948843170811e-11 2.99999904498231e-05 -3.55134674099575e-20 5.30691474383304e-21 -5.85933790020360e-24 5.96100938636580e-24 -5.69585566217822e-21 5.95923490290425e-21 1.00000025256039e+00 1.31410530401236e+02 2.17744964096033e+10 2.17744964096033e+10
2920 3.37476262502123e-13 8.86107038365709e-08 6.99999159577281e-05 0.00000000000000e+00 0.00000000000000e+00 1.10303436327724e-10 2.99999971162055e-05 -3.55200627161628e-20 5.46262811853915e-21 -5.85884185927043e-24 5.96354575686521e-24 -5.69124427987349e-21 5.98455892715667e-21 1.00000003027009e+00 1.31460854219269e+02 2.17744964096033e+10 2.17744964096033e+10
2928 3.38400855002129e-13 3.26590361680008e-08 6.99999451123354e-05 0.00000000000000e+00 0.00000000000000e+00 9.49725978267283e-11 2.99999470706991e-05 -3.55236839609633e-20 5.60204965524492e-21 -5.85720201445704e-24 5.96119435691464e-24 -5.70021898491302e-21 5.99740237612037e-21 1.00000006908875e+00 1.31487370920284e+02 2.17744964096033e+10 2.17744964096033e+10
2936 3.39325447502134e-13 2.59940350502627e-08 6.99999719226970e-05 0.00000000000000e+00 0.00000000000000e+00 2.55948196834041e-11 2.99999929451965e-05 -3.55250977102102e-20 5.72065515183583e-21 -5.86451364856221e-24 5.96719252781073e-24 -5.68748246793968e-21 6.01081185814455e-21 1.00000021559488e+00 1.31498648981847e+02 2.17744964096033e+10 2.17744964096033e+10
2944 3.40250040002140e-13 2.88142360823116e-10 6.99999666672183e-05 0.00000000000000e+00 0.00000000000000e+00 2.06988080240231e-11 2.99999982128962e-05 -3.55052584184497e-20 5.82318596615622e-21 -5.87053537924684e-24 5.97703529690416e-24 -5.69229430832819e-21 6.01111674684142e-21 1.00000027297434e+00 1.31444493319604e+02 2.17744964096033e+10 2.17744964096033e+10
2952 3.41174632502146e-13 1.49258199220870e-08 6.99996701849246e-05 0.00000000000000e+00 0.00000000000000e+00 3.23421686395727e-12 2.99999663763156e-05 -3.54780561700060e-20 5.22238248090464e-21 -5.85829866643362e-24 5.97644007580986e-24 -5.69946699258150e-21 6.00093953091144e-21 1.00000005746181e+00 1.31360315105863e+02 2.17744964096033e+10 2.17744964096033e+10
2960 3.42099225002151e-13 3.09893916943186e-08 6.99992330285198e-05 0.00000000000000e+00 0.00000000000000e+00 1.01497971208880e-11 2.99999618284156e-05 -3.54505533820225e-20 4.75265514283643e-21 -5.86273913991918e-24 5.97429225440744e-24 -5.70509861305628e-21 5.99516282378736e-21 1.00000009584174e+00 1.31271709335948e+02 2.17744964096033e+10 2.17744964096033e+10
2968 3.43023817502157e-13 1.77407737677250e-08 6.99997542221188e-05 0.00000000000000e+00 0.00000000000000e+00 5.91008351877005e-13 2.99999734618516e-05 -3.54134199821583e-20 4.80356275346337e-21 -5.86170718346038e-24 5.96717225575068e-24 -5.70841518280180e-21 5.98600890265281e-21 1.00000008370018e+00 1.31142773283099e+02 2.17744964096033e+10 2.17744964096033e+10
2976 3.43948410002163e-13 3.04155711110317e-08 6.99996136330787e-05 0.00000000000000e+00 0.00000000000000e+00 2.05139755381993e-11 2.99998740198736e-05 -3.53707994669399e-20 4.79722529146506e-21 -5.85397918234744e-24 5.97571216641699e-24 -5.72190469592517e-21 5.98172990006002e-21 1.00000009116949e+00 1.30985696881881e+02 2.17744964096033e+10 2.17744964096033e+10
2984 3.44873002502168e-13 6.56288232971345e-09 6.99999270912959e-05 0.00000000000000e+00 0.00000000000000e+00 5.48876300872099e-11 2.99999817580396e-05 -3.53214610788281e-20 4.84056868636648e-21 -5.85740360758231e-24 5.97707361843830e-24 -5.73641930060713e-21 5.97774163322007e-21 1.00000030243828e+00 1.30805683664851e+02 2.17744964096033e+10 2.17744964096033e+10
2992 3.45797595002174e-13 1.43317799785462e-08 6.99995985826734e-05 0.00000000000000e+00 0.00000000000000e+00 3.94924057919941e-11 2.99999864409741e-05 -3.52654667595494e-20 4.87455351866729e-21 -5.84962020313108e-24 5.97733331964535e-24 -5.74274008522869e-21 5.97492472814518e-21 1.00000010305689e+00 1.30600567513059e+02 2.17744964096033e+10 2.17744964096033e+10
3000 3.46722187502180e-13 2.09351955504868e-08 6.99999435980567e-05 0.00000000000000e+00 0.00000000000000e+00 5.45694288469126e-11 2.99999130728506e-05 -3.52108785444877e-20 4.69173147570055e-21 -5.84846891567377e-24 5.97749338956811e-24 -5.75357580329052e-21 5.97259238214242e-21 1.00000003636795e+00 1.30403807344751e+02 2.17744964096033e+10 2.17744964096033e+10
3008 3.47646780002185e-13 6.40054784825955e-08 6.99999019055930e-05 0.00000000000000e+00 0.00000000000000e+00 1.22960826565740e-11 2.99999756966200e-05 -3.51555479205253e-20 4.67925574636544e-21 -5.84912351407417e-24 5.97971463522498e-24 -5.76810716040995e-21 5.97135976877080e-21 1.00000013433451e+00 1.30200680195891e+02 2.17744964096033e+10 2.17744964096033e+10
3016 3.48571372502191e-13 1.85900228191435e-09 6.99999879957991e-05 0.00000000000000e+00 0.00000000000000e+00 1.43894490981368e-11 2.99999948975601e-05 -3.50994867134714e-20 4.62988780347029e-21 -5.85369347362416e-24 5.98454468992543e-24 -5.77326900009526e-21 5.96272635460503e-21 1.00000020013669e+00 1.30001331233741e+02 2.17744964096033e+10 2.17744964096033e+10
3024 3.49495965002197e-13 8.28591289898700e-08 6.99998522979189e-05 0.00000000000000e+00 0.00000000000000e+00 2.61946389626757e-11 2.99999683689748e-05 -3.50501455982613e-20 4.60814449298220e-21 -5.86725410077611e-24 5.98757171085068e-24 -5.78040021151324e-21 5.96015188784403e-21 1.00000022615867e+00 1.29826675079970e+02 2.17744964096033e+10 2.17744964096033e+10
