#[0]step() [1]time(s) [2]total_x(kg*m/s) [3]total_y(kg*m/s) [4]total_z(kg*m/s) [5]ele_x(kg*m/s) [6]ele_y(kg*m/s) [7]ele_z(kg*m/s) [8]ion_x(kg*m/s) [9]ion_y(kg*m/s) [10]ion_z(kg*m/s) [11]total_mean_x(kg*m/s) [12]total_mean_y(kg*m/s) [13]total_mean_z(kg*m/s) [14]ele_mean_x(kg*m/s) [15]ele_mean_y(kg*m/s) [16]ele_mean_z(kg*m/s) [17]ion_mean_x(kg*m/s) [18]ion_mean_y(kg*m/s) [19]ion_mean_z(kg*m/s)
2944 3.40250040002140e-13 -2.12952922033442e-06 5.81956273769740e-11 -4.41724776387083e-08 -2.86792057680808e-06 2.11551517651925e-11 2.13895396241785e-08 7.38391356473668e-07 3.70404756117816e-11 -6.55620172628868e-08 -4.57227575445524e-23 1.24950835860925e-27 -9.48419709826596e-25 -1.23153264053204e-22 9.08437288149731e-28 9.18502291386570e-25 3.17077489640991e-23 1.59057942906878e-27 -2.81534171103976e-24
2952 3.41174632502146e-13 -2.14198673817592e-06 5.90880398219717e-11 -4.45779143218112e-08 -2.79032675670197e-06 2.79411228121914e-11 2.69443185765234e-08 6.48340018526047e-07 3.11469170097803e-11 -7.15222328983346e-08 -4.59902307787467e-23 1.26866919353124e-27 -9.57124771482556e-25 -1.19821256781559e-22 1.19983813480030e-27 1.15703370840255e-24 2.78407952240654e-23 1.33750025226218e-27 -3.07128325136766e-24
2960 3.42099225002151e-13 -2.15651565010150e-06 5.94293387330490e-11 -5.17810989606904e-08 -2.70162038041499e-06 3.34292390450712e-11 3.37739177602992e-08 5.45104730313488e-07 2.60000996879779e-11 -8.55550167209896e-08 -4.63021785609213e-23 1.27599716405749e-27 -1.11178311645723e-24 -1.16012057924932e-22 1.43550694412791e-27 1.45030801957374e-24 2.34077008030895e-23 1.11648738398708e-27 -3.67387425248820e-24
2968 3.43023817502157e-13 -2.17641351553843e-06 5.93353816259488e-11 -5.16571148722250e-08 -2.60742876646705e-06 3.72339745088670e-11 3.73486534503252e-08 4.31015250928621e-07 2.21014071170818e-11 -8.90057683225502e-08 -4.67294022253536e-23 1.27397982708625e-27 -1.10912107530646e-24 -1.11967313869628e-22 1.59888859249522e-27 1.60381309635804e-24 1.85085094189212e-23 9.49071061677270e-28 -3.82205524697096e-24
2976 3.43948410002163e-13 -2.19382591759267e-06 5.78021786021546e-11 -5.15162728442561e-08 -2.50163191554204e-06 3.79419520918035e-11 4.42348727461751e-08 3.07805997949369e-07 1.98602265103511e-11 -9.57511455904313e-08 -4.71032609307388e-23 1.24106068728101e-27 -1.10609708022087e-24 -1.07424221699180e-22 1.62929032360319e-27 1.89951876900743e-24 1.32176998377020e-23 8.52831050958834e-28 -4.11171292944918e-24
2984 3.44873002502168e-13 -2.21243045719838e-06 5.60753110169011e-11 -5.34133265238334e-08 -2.39007043284083e-06 3.72934937094989e-11 5.20371400982179e-08 1.77639975642445e-07 1.87818173074022e-11 -1.05450466622051e-07 -4.75027158175266e-23 1.20398340881113e-27 -1.14682839520452e-24 -1.02633586683561e-22 1.60144444564225e-27 2.23456106382902e-24 7.62815504850805e-24 8.06522371980011e-28 -4.52821785423805e-24
2992 3.45797595002174e-13 -2.23213454834463e-06 5.61814373950082e-11 -4.91579711568421e-08 -2.27478505382317e-06 3.70304284291325e-11 5.77596739539618e-08 4.26505054785357e-08 1.91510089658757e-11 -1.06917645110804e-07 -4.79257789873169e-23 1.20626203011810e-27 -1.05546238817678e-24 -9.76830413865792e-23 1.59014798638944e-27 2.48029615450374e-24 1.83148341194534e-24 8.22376073846757e-28 -4.59122093085729e-24
3000 3.46722187502180e-13 -2.26035717730836e-06 5.65312446839154e-11 -4.67510694665102e-08 -2.16557995512171e-06 3.57149754484268e-11 6.40683875132771e-08 -9.47772221866531e-08 2.08162692354886e-11 -1.10819456979787e-07 -4.85317422251333e-23 1.21377268256903e-27 -1.00378421378510e-24 -9.29935934063616e-23 1.53366025461874e-27 2.75120277342799e-24 -4.06989104390500e-24 8.93885110519316e-28 -4.75877120099819e-24
3008 3.47646780002185e-13 -2.30038110696622e-06 5.77911410591804e-11 -4.21743136948657e-08 -2.06815329911187e-06 3.40239274046070e-11 7.21171492564885e-08 -2.32227807854350e-07 2.37672136545734e-11 -1.14291462951354e-07 -4.93910891710461e-23 1.24082370208425e-27 -9.05517473658060e-25 -8.88099312818148e-23 1.46104384817035e-27 3.09682994604874e-24 -9.97224706027741e-24 1.02060355599815e-27 -4.90786489336486e-24
3016 3.48571372502191e-13 -2.34084488465456e-06 5.81133888272444e-11 -3.58100430581316e-08 -1.97379382496047e-06 2.99108535314322e-11 7.57733074334565e-08 -3.67051059694087e-07 2.82025352958122e-11 -1.11583350491588e-07 -5.02598800187670e-23 1.24774262877836e-27 -7.68871307692039e-25 -8.47579790310933e-23 1.28442163733591e-27 3.25383143940584e-24 -1.57617810064407e-23 1.21106362022081e-27 -4.79157405478991e-24
3024 3.49495965002197e-13 -2.38813046789442e-06 5.81423209237144e-11 -3.35412663385943e-08 -1.89071380290917e-06 2.44661873703767e-11 7.67579001815847e-08 -4.97416664985250e-07 3.36761335533377e-11 -1.10299166520179e-07 -5.12751406863287e-23 1.24836382487162e-27 -7.20158790916225e-25 -8.11903851528076e-23 1.05061864612466e-27 3.29611148428423e-24 -2.13598962198498e-23 1.44610900361858e-27 -4.73642906611668e-24
